Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Barbados,BRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,36.47632809,52.33664425,74.53790432,76.51487882,87.68350676,94.89839525,105.8785556,123.1084181,127.4288252,126.2920802,126.4657963,111.1400863,110.077011,120.3928324,119.2209554,118.0445365,117.7476331,117.5408666,105.0970277,112.6006401
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.564502119,11.10683042,22.39351493,41.26253389,60.35626399,70.83258616,83.04193393,99.26716397,106.1807277,110.177396,110.1376877,114.686658,117.6215475,118.016106,117.8382404,117.5863907,119.8449004,120.1910673,121.490553,122.7801287
Belgium,BEL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,78.23594997,82.72811955,87.33323948,91.32561654,93.04921348,100.792448,105.7332365,109.0163124,111.731029,114.0583084,111.623776,110.9153557,113.9396941,113.5645872,110.9039753,99.76104331,99.9891253,99.99135577,99.72332827,101.1083743
Belize,BLZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.2076668,22.88009758,27.56055974,34.23985733,40.86877314,39.81303883,52.35432867,51.49536875,60.29102221,67.49054737,51.15513901,50.65885671,48.90232307,58.89499293,60.69172801,63.90324879,64.46818089,65.51587659,66.84898207,65.9948854
Benin,BEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.943708125,3.083543364,5.818213416,7.316681103,12.56424327,23.72609786,40.70486295,54.87425803,74.90081741,79.83654762,83.96026074,93.39120338,81.58793478,85.22948043,78.97356015,75.65070229,79.24062635,84.21052161,88.11818884,97.96018203
Bermuda,BMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,48.27885869,64.03278479,78.10009563,83.73836526,95.2758402,109.2532776,124.88539,134.1688634,139.0136649,..,143.1718062,148.4899065,93.90103386,60.17990625,101.3049407,102.721454,..,104.9959255,106.2002186,105.9437563
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.35532683,2.94434846,5.427220223,12.19112973,21.92428559,36.74284546,48.58086395,55.89044047,67.8772798,77.77759289,74.68047217,84.81429524,90.91492505,93.14595832,96.62766062,92.31829061,95.0199294,96.4571149,100.0671395
Bolivia,BOL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.49737045,14.11936214,19.53921968,25.82171069,30.13983939,33.51209002,50.99491498,64.31385416,70.22501607,80.34893557,89.81531826,97.04333351,95.72549681,91.63886556,89.7292164,95.86980372,98.61224848,99.24869117,98.89563329,99.62307127
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.834847,25.68958952,33.97269036,38.94116621,46.5199604,61.14023987,80.6167888,83.99816904,81.61010714,84.72248715,91.37722507,96.42745189,97.76313417,97.70724826,97.78962053,100.001686,101.7919614,111.7477784,105.7638198,113.9969422
Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.50918875,24.3574915,28.12351237,29.78549847,42.67477021,58.55487888,74.01864177,91.46431156,112.991905,135.9050007,141.6608709,146.4312098,150.8822868,150.7621557,139.8131113,134.9211022,137.9300386,149.8882667,150.3850531,160.7369816
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.32713015,25.39202175,35.51552318,46.15180215,52.91720162,63.4135915,78.18528647,87.07984742,100.293596,118.2517092,124.1756934,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887
British Virgin Islands,VGB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,37.5798572,..,..,..,..,82.17220436,88.07198928,173.9054874,172.4633474,166.6440169,171.3627247,186.3628433,189.0304097,194.766056,133.4577491,146.5169661,131.7092467,129.1538713,113.7593012,120.9465973
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.21967231,50.09673912,56.16529944,63.5094637,80.84590459,96.67060948,103.7155978,105.7828245,109.8603214,110.3746893,115.5191155,113.8721697,108.4957375,109.9533264,122.8780218,126.6006005,130.3207192,131.2182683,121.4758051,135.501254
Bulgaria,BGR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,32.5719108,44.21550847,60.13402386,79.90716067,106.2757886,128.2216717,135.8844328,136.9375706,134.3463722,138.869183,143.966837,141.1194769,128.6861675,125.7944108,123.8462766,118.8025553,117.8397093,115.3427025,113.849275,114.7677533
Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.878804908,1.827192642,2.944665159,4.565784098,7.10106046,12.59082932,19.89845318,24.43207428,35.41543025,46.27031874,58.29298367,63.73682215,68.76444495,77.18176266,79.91513371,90.47440751,94.83338248,97.19768463,102.7626369,111.6631328
Burundi,BDI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.782079785,0.932829566,1.412261168,2.070680864,2.611583155,3.398531004,5.805480455,10.5719406,18.38612295,20.24788559,22.94044018,24.99444805,30.42671535,46.58923322,49.13927197,53.073037,54.97002994,55.00739463,54.26373457,61.67128229
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.075694534,11.11085653,13.51876247,16.58205297,21.82030292,30.15699421,54.40925194,56.36143961,71.34735962,75.14942533,79.66635697,92.50250028,112.3246581,110.7398862,107.8013016,108.3732481,106.8497659,103.232241,93.49323768,100.3820215
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.025049479,3.897398361,6.618588238,8.01716186,12.77398895,18.83599976,30.3860731,44.2788579,56.74623762,94.39487785,129.2052488,135.0996151,134.4568277,135.2392534,127.4626128,117.3225889,121.1658947,132.1508925,128.6026166,119.9575768
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.408103213,6.585413547,9.107210028,13.03899105,17.66597472,24.85225346,32.81070684,41.43074942,43.44821591,51.28211222,62.32232653,72.41147607,76.4097583,78.91603165,78.93806963,82.54515063,73.59740879,83.00540281,84.36916915,79.9676844
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,37.90258971,42.03425423,47.06742374,52.82047544,57.63302795,61.70384455,66.5065332,70.88158252,76.03888561,78.19708293,79.90342869,80.8813881,81.31427412,83.30038912,85.15367591,86.70104032,89.67401709,91.59004081,85.40841921,88.09065504
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.75221406,47.96862888,74.63675308,173.2296103,192.1227972,204.4373275,192.3067895,206.6442341,185.9821726,174.3981114,173.8199085,168.4120113,152.8861652,153.0823661,153.6543837,152.0202576,..,149.6960716,148.5663349,146.7652929
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.320557832,0.993334231,1.458031298,2.375954956,2.561504041,7.770417973,12.75957623,18.92065794,21.01326011,20.97293715,23.94805613,28.32525547,24.08176823,25.7814515,25.45474491,23.52311236,25.10924907,30.6238199,34.26900891,33.55228751
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.386949265,0.706800925,1.279450373,2.098948007,4.496482312,8.564571843,14.41614955,19.84424669,24.17292974,29.75922512,34.51442135,34.51103697,38.34059787,38.65410953,38.27772119,42.21562356,44.75798518,47.52838524,52.19169152,60.22303015
Channel Islands,CHI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.78841312,45.83031509,57.81873304,65.34385645,76.22360399,84.59985967,88.80729074,97.72343715,116.7493111,129.9394599,138.0537951,135.1310128,133.8868853,129.861175,128.8584324,125.28541,134.6365175,131.5774455,129.8851806,136.3134058
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,16.08250443,20.94488156,25.81891467,30.14865123,35.11253649,41.41509824,48.20785124,55.79864972,63.71521287,72.67381064,81.38349829,89.31856151,92.84598562,92.70071605,97.36386675,104.2265872,116.3882038,122.8132903,120.5961882,121.5382526
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.36250635,15.0671079,24.97241422,51.75155503,69.58309594,78.37404023,94.40706951,95.13853853,99.24479163,101.9676509,107.1729328,108.7745797,118.5362158,121.6634145,123.2204667,128.6822441,130.9211763,132.0713308,132.8719623,145.6931676
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.350797187,1.441614443,2.619106673,6.098819498,10.06710974,14.57432443,19.08129738,25.19389535,32.30080439,41.41555353,49.68601299,53.59551757,58.17265028,60.89111697,61.56441686,64.26561932,72.72164109,96.95013186,103.8731734
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.083967385,2.342279923,3.631670083,4.856024853,7.563115316,10.93392469,15.96412219,14.71685523,17.80407321,22.78791578,28.30039549,38.4316525,48.79683182,47.99678106,35.47706053,41.97184654,41.87818082,41.29072644,43.93861689,48.89330021
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.658345236,9.636012758,10.82844201,15.1978347,24.06035366,32.54611347,44.18522878,69.25404547,83.79552057,84.74201477,90.87418742,96.51404931,99.70146791,102.9937292,104.5726633,95.17463114,91.89382514,91.8162281,98.52300193,96.78757313
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.18830827,18.58131934,21.70532355,25.51746605,32.97533765,33.96875103,41.90588862,42.74082225,67.68068898,88.74215105,113.5432338,148.4280298,144.9214415,153.9372109,168.4594269,177.0248638,168.5386493,143.7687874,146.6370492,152.0081561
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.807871421,7.069243308,9.028529295,12.38488336,20.96219992,37.68201154,51.61432648,63.76080738,73.85896297,80.43551999,82.23056119,86.2996605,96.12542511,107.6742335,113.3711016,127.7656655,132.6110689,142.9449473,149.543339,162.1701041
Croatia,HRV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,51.5875105,56.87562232,63.81446431,82.39191888,99.49383823,114.2786388,103.6669395,106.6836675,112.8109576,117.5396533,114.7695513,109.5654436,104.1405499,103.7803054,104.5124819,102.9365288,105.479914,106.6565741,106.805903,108.4252864
Cuba,CUB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.159811267,0.315700642,0.675233985,1.205162957,1.356185222,1.759130327,2.941806353,5.505147704,8.883772062,11.63974471,14.86958951,17.62738063,22.33274085,29.41249715,35.16042833,40.6988106,47.43291193,53.39569959,58.95001353,63.10466641
Curacao,CUW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,128.0791032,128.0110428,127.5963804,124.8578818,122.491212,114.6073501,112.3351733,109.3153878,109.1299177,100.9029785,95.40617378,89.81023625,88.26771323
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,58.55863808,76.32480288,89.8,105.1751344,114.4986146,127.2941783,127.5867737,119.3408619,123.1330079,126.5596288,128.2983023,128.1609557,131.1454545,130.9823176,132.6368741,136.1722981,137.0450965,139.994482,139.6351351,148.7380631
Czechia,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,84.09878914,94.73699258,105.0830138,114.5500833,120.3922535,127.9633374,132.7750137,125.3428438,123.5968488,125.4499409,128.6444455,130.4791683,132.2892387,118.34677,118.5935717,119.9885389,120.5956604,124.3382405,123.4438209,126.4124254
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.24975361,88.33925863,95.40817928,100.2371829,106.7845773,115.1153288,119.1583628,123.6540732,115.672236,128.6435512,130.2054648,124.9897251,126.7151649,124.683046,122.397232,124.4641018,125.1362568,124.9761468,124.4957422,125.7822877
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.900832311,2.852143634,4.213482116,5.30208386,5.291600645,8.037369567,12.78171814,14.29093012,18.01709967,20.60703813,22.2643708,25.12191884,29.0216422,31.23947214,33.73974603,35.86235007,37.36641575,38.53522459,39.81402662,44.26176127
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.83276201,34.75351392,61.01146207,75.72006873,104.0121032,129.4074882,132.3020558,143.1977437,153.5408334,158.4533473,158.6633376,135.9745997,106.5084834,110.3533983,111.9429183,106.8562419,108.4675882,109.3856751,103.6294691,85.85731647
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.33586664,23.45233979,28.02197735,39.53497786,49.60766544,58.63367597,75.71692085,89.44610736,90.967736,88.56030809,89.06690359,90.58150835,80.75708159,84.54150519,82.71721586,82.36053386,83.02096599,82.22940664,81.72601454,87.56486177
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.94176277,18.02968067,26.1860424,45.36184863,60.56829501,69.74523844,80.60041815,89.81868124,98.60665932,100.6233672,106.2830299,105.7445117,104.0590503,79.92016129,84.44422411,87.74901563,92.69594524,91.40531396,88.04208636,94.33558884
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.041770251,7.632012197,9.85915998,17.23622961,22.32566002,36.60195613,49.2417787,64.73864816,80.98458549,93.52589069,106.0920672,106.775786,99.71097052,96.20599379,98.00309829,101.1482612,90.40274284,90.26837878,88.73336258,94.68027811
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.78584826,19.07779987,30.36254883,39.94412219,63.82719114,101.542819,114.5449835,124.2162448,125.9452597,135.5007081,140.3764699,145.3672715,148.0522346,149.7999219,154.1835626,151.2456887,150.3024373,165.5481968,158.1030557,175.3370318
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.243379003,5.255286628,7.490727351,11.20586174,13.25354698,15.80921024,18.09096135,19.16285166,36.48069846,41.83688803,41.97904554,41.06167415,39.88162291,39.5951515,41.14939522,39.02359836,39.35997262,39.72876266,46.62018522,49.96671696
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.723814211,1.428030619,2.152569379,2.882541262,3.614071427,4.576365938,5.88599329,7.542750431,9.385825968,10.76469944,12.55933262,14.22153134,15.03586023,20.45963226,..,37.46979694,50.64867425,49.74709362
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,63.87575766,76.62301373,92.165096,106.6908203,123.1669202,125.4573787,121.4997483,117.6827879,124.1280928,136.0581244,151.1890235,146.2404646,144.352489,144.7940413,144.227031,144.5430113,145.5233453,147.0228833,144.8567221,149.0807939
Eswatini,SWZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.471204567,8.027978923,13.60526345,18.65870065,23.19679699,35.05509184,48.780405,60.68503936,65.98679904,69.34685278,72.42830048,79.85199214,81.43072216,82.98528312,87.08788612,89.23735659,89.85382979,91.85072327,105.8184652,120.0524881
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.070869174,0.070144615,0.206549642,0.530050753,1.087575079,1.473846619,2.316967875,4.670250336,7.680602493,15.38551239,21.72960388,26.41709068,30.56740707,41.29095943,48.64890266,36.59958437,..,36.73307203,37.97222807,53.62352623
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,74.20374682,80.23717083,86.05722145,87.03719042,103.4193695,107.8718829,113.3213526,117.6836193,122.7969428,120.8510726,121.3465036,119.2758891,120.2583361,109.0072927,110.0747475,112.7194903,111.4552056,106.3427565,112.9695698,111.9592346
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,10.57782704,12.80219409,16.40602104,23.43060654,32.23490884,59.51262452,66.90977217,71.0020047,77.10374847,80.03487627,94.26491588,101.8559247,95.6983704,105.3150894,113.7541364,112.502149,110.4466178,112.143753,107.7223274,107.2344015
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,86.85104553,91.0634187,95.40676122,100.4561318,107.6667458,114.9623281,128.5441388,144.2267619,156.4343557,165.9191643,172.1508026,136.2635488,139.2050448,134.9804296,131.3887581,129.9894338,129.6355826,129.4929527,128.7646479,129.1548109
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,64.98819173,69.81954372,74.1060681,79.47105672,84.8042036,90.2635957,93.92587863,93.27577006,92.53807461,95.28593331,98.71349646,99.98234788,102.8881154,104.4996731,105.5973124,107.5983841,109.5588076,111.8637727,112.8271405,116.6934991
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.16300195,22.83677595,35.93728943,44.27064119,55.29263262,62.85435944,66.70492376,73.77737944,76.07439356,78.11228156,79.41859978,84.50276358,88.01199146,91.96228756,95.42450484,97.4239296,101.7025866,106.1000877,110.9565448,106.2118461
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.81611632,21.76439606,34.53274622,50.51520448,59.76483727,75.43035307,81.2511172,87.69054551,94.09124513,133.7222567,139.2563313,144.3166585,149.1076363,139.0944715,142.0035222,124.4381055,133.692425,133.4416659,133.0177927,134.3173247
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.569339709,9.532279824,10.85456434,14.90500901,23.62802651,45.34980506,64.05433107,69.90366425,76.31064253,70.12083803,74.05049165,87.01025804,104.3248597,120.5286503,122.480565,124.5599874,130.1227936,103.0224594,104.038819,101.4408792
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.40096348,17.70171672,21.07481837,29.64539372,43.31330978,66.54893036,71.0129242,73.58891886,103.6856197,115.9271542,123.5053186,131.8829896,143.0956472,147.1900215,146.6908947,145.8786023,144.7181513,142.7295197,135.4280451,147.7548843
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,72.60008929,79.65893192,87.76291359,97.6097572,105.5115846,118.5370597,129.9265409,129.2138879,108.6995416,111.6386991,113.3108833,122.4697309,121.5873792,117.4073504,125.6749823,132.7695384,129.6794748,128.9265144,128.8867207,127.5648538
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.863228278,3.729709922,7.737449309,12.77755372,22.5435531,32.07335231,47.56387659,60.55492814,68.18041285,80.76734585,95.38200979,101.8197062,107.6762148,121.2582209,129.6091402,121.6049315,132.601312,129.6132895,125.7336966,123.2115092
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,43.62182705,56.18176036,64.04791754,68.5965153,74.35698111,80.01066809,85.53194289,92.80290739,95.96315015,102.5204252,108.0534826,..,117.0960187,127.4323493,126.3196684,125.8665113,125.7197991,124.0232523,108.3465819,104.5270891
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.93784195,80.43033577,83.88897436,92.32414639,98.86308353,110.849938,124.6144893,120.2577704,111.4098039,110.2070802,121.8599599,114.697312,111.7981465,116.2863558,116.6439809,120.9954184,114.4592115,112.370475,108.5687131,110.0393141
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.22319455,52.44147511,68.64031231,81.70583789,94.87599233,117.091063,98.65318675,94.73087417,101.7710422,104.3597214,105.7936974,107.685999,108.6645696,109.1351487,..,111.4289801,109.767392,110.2358263,117.7274837,118.4236261
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.978592085,38.89369137,39.54947222,42.50004535,41.61981475,45.98881181,53.36332438,101.0366446,106.9335929,105.1662925,112.0781282,113.7286759,99.30407215,100.6614557,99.17226548,93.59659279,97.44168486,94.670969,96.03519242,81.06733007
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,43.3680688,48.84169293,59.75464013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.83241236,16.18690866,24.65101557,34.34196966,53.52317101,86.86504525,106.9329547,121.3756936,124.2372253,131.3187407,137.4052058,140.8080978,107.624353,113.250852,112.1141459,120.555015,121.4676927,122.0257077,117.4393951,125.6487512
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.05822129,1.271053027,1.728594195,2.067807907,..,20.94880928,28.11922757,34.81576235,38.94563268,46.16948108,51.76438441,67.26532573,76.6188968,92.58559996,93.11888331,95.58208181,95.6840313,99.96476034,104.466802,101.9442494
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.096910052,2.928785183,7.162721523,11.12586734,20.42111664,33.60290131,36.69109924,43.22079861,45.53301799,63.48291934,55.36194016,63.57432905,69.23136263,70.0898639,76.32738349,76.91042128,80.71131758,94.94153271,108.5305095
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,10.44291644,18.1385607,22.57372203,37.03628626,52.74491111,71.21732245,59.37399722,65.0286586,74.9261965,71.04752563,73.53118288,74.26012148,75.47512698,71.86433405,77.02134274,84.27229801,..,97.40182509,107.375546,106.3926311
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.616339623,3.63131075,4.463543451,5.489524687,12.95016947,26.53695122,33.41949994,37.48983366,40.63851231,42.19277033,60.29503373,69.77932224,65.00990133,69.10420223,60.7065734,58.04608514,59.95845963,61.31820274,64.73094691,63.9349717
